ID	Tag	DataType	Name	Description	RpgId
172	ARM0021	3	Masakari	Le masakari, une hache à une main, s'apparente à celles qu'utilisent les bûcherons dans tout l'Empire. Bien plus petit que les autres armes lourdes, le masakari s'utilise toutefois de la même manière, d'où son apparition dans cette catégorie.	1
173	ARM0022	3	Ono	L'ono est une grande hache à deux mains qu'on peut facilement utiliser pour abattre des arbres ou trancher des membres. La force brute qu'on peut concentrer dans le fil de la lame d'une hache en portant un coup de haut en bas en fait sans doute l'arme personnelle la plus dévastatrice qui soit entre les mains d'un guerrier expérimenté.	1
174	ARM0023	3	Tetsubo	Le tetsubo a été l'arme caractéristique de bien des grands héros du Clan du Crabe, en particulier pendant la Guerre des Clans, et part conséquent devenu un symbole important pour bien des aspirants guerriers de la famille Hida. Un tetsubo est en réalité un gourdin de métal (ou de jade dans certains cas rarissimes) incrusté sur toute sa longueur de clous d'acier. Cette arme de conception élémentaire n'a pas son pareil pour fracasser les armures et autres cibles résistantes.	1
175	ARM0024	3	Bo	Le plus simple et le plus répandu des bâtons dans l'Empire s'appelle le bo, simple hampe de bois de 1,50 à 1,80m de long. Il sert de bâton de marche aux voyageurs et aux moines, et se transforme en arme entre les mains de ceux qui ont assez d'audace pour s'en servir. Comme la plupart des bâtons, le bo devient quasiment inutile contre une armure.	1
176	ARM0025	3	Jo	Le jo est une sorte de demi-bo, petit bâton d'environ 90cm de long. On en manie souvent deux en même temps pour pour porter toute une série de coups rapides et violents.	1
177	ARM0026	3	Machi-kanshisha	Cette arme des plus curieuses est en réalité une sorte de pipe à tabac en métal. Sa taille et sa forme en font une arme efficace, tube de métal d'environ 90cm de long. En plus de servir à fumer, elle permet d'assommer un adversaire en lui donnant un bon coup sur la tête. Les membres de la famille Kaeru, qui gouverne la Cité de la Grenouille Riche, sont quasiment les seuls à utiliser les machi-kanshisha.	1
178	ARM0027	3	Nunchaku	Le nunchaku était à l'origine un outil agricole permettant de battre les blés. Il est facile à fabriquer et d'une surprenante efficacité. Il se compose de deux bâtons de 60cm reliés par une chaîne de 30cm de long. Le nunchaku ne montre l'étendue de ses possibilités qu'entre les mains d'un utilisateur averti, auquel cas le spectacle des séries de coups enchaînés relève de l'art pur et simple.	1
179	ARM0028	3	Sang kauw - croissant de lune & bouclier	On ne voit cette curieuse arme que chez ceux qui ont choisi d'étudier les arts martiaux exotiques. Il s'agit d'un bâton de 90cm à 1,20m de long dont les deux extrémités possèdent une pointe. Le sang-kauw en croissant de lune possède en son centre une lame recourbée que l'on peut utiliser pour repousser les assaillants tandis que le sang-kauw bouclier a un bouclier de métal pour protéger son porteur.	1
180	ARM0029	3	Tonfa	A l'origine, le tonfa était une poignée de meule de paysan. Il se compose d'un bâton de la longueur de l'avant-bras, et muni d'une poignée qui permet de le porter le long du bras. Il s'agit alors d'un outil défensif efficace, qui peut se transformer en arme offensive quand on le fait pivoter.	1
181	ARM0030	3	Aiguchi & tanto	L'aiguchi et le tanto sont tous les deux des couteaux de base très simples. La seule différence entre les deux réside dans la garde de l'aiguchi alors que le tanto n'en a pas. Beaucoup de samurai portent un tanto en tant qu'accessoire quotidien.	1
182	ARM0031	3	Jitte & sai	Le jitte et le sai, adaptés d'outils agricoles issus des origines de l'Empire, ont peu à peu été acceptés par la caste des samurai. Le jitte en particulier se confond avec le statut de magistrat. Tous deux sont constitués d'un cylindre en acier de 30 cm de long qui jaillit d'une poignée et qui s'effile jusqu'à son extrémité épointée. Sur les flancs du cylindre apparaissent des quillons au niveau de la séparation entre la lame et la poignée. Le jitte n'en n'a qu'un et le sai en a deux, symétriques et opposés. Le jitte et le sai ont peu à peu été acceptés par les samurai car ils représentent les armes idéales pour désarmer quelqu'un sans lui infliger trop de dégâts.	1
183	ARM0032	3	Kama	Le kama est une adaptation de la faucille. D'ailleurs, la grande majorité des kama de l'Empire sont encore utilisés dans les champs par les fermiers pour la récolte. Toutefois, le kama a peu à peu acquis le statut d'arme caractéristique d'un grand nombre de samurai du Clan de la Mante, en particulier au sein de la famille Yoritomo. On le considère donc comme une arme, même si un paysan peu en posséder un.	1
184	ARM0033	3	Eventail de guerre	Il existe toutes sortes d'éventails de guerre, qu'on appelle aussi tessen, et qu'on retrouve dans tout l'Empire. Les différents styles sont plus ou moins populaires en fonction des Clans, mais les provinces des Clans du Lion et de la Grue en utilisent plus souvent. Certains ne sont que des petites tiges de métal avec des feuilles métalliques reliées, aussi ne ressemblent-ils guère à des éventails traditionnels.	1
185	ARM0034	3	Kumade	Même les samurai du Clan de la Mante ne se sont pas entièrement convertis à l'usage du Kumade en tant qu'arme. Il s'agit en fait d'une sorte de râteau composé d'un manche en bois dont une extrémité possède une pointe en métal et l'autre une série de crochets métalliques. Le bout aux crochets sert à arracher les souches ou les mauvaises herbes tandis que le côté en forme de lance permet d'écarter ou de transpercer tout ce qui gêne pour le rassembler plus tard. La piètre facture des kumade explique pourquoi les membres de la famille Yoritomo ne l'ont pas adopté en tant qu'arme.	1
186	ARM0035	3	Lance d'arçon	La lance d'arçon provient des cultures gaijin, et on ne la rencontre quasiment jamais en dehors des clans de la Licorne et du Boeuf. Cette arme ne s'utilise qu'à dos de cheval, calée sous l'épaule du cavalier avec la pointe en avant. Le cheval est alors lancé au galop, la pointe de la longue hampe de bois dirigée vers la cible. L'effet peut en être dévastateur, même si la plupart des lances d'arçon se fracassent à l'impact. Cette arme, fort peu adaptée à autre chose qu'une charge, se révèle quasiment inutile dans d'autres situations de combat.	1
187	ARM0036	3	Mai chong	Le mai-chong est une arme insolite conçue et utilisée presque exclusivement par les samurai du Clan du Sanglier, dans les profondeurs des Montagnes du Crépuscule. Une poignée de voyageurs qui ont visité les terres du Clan du Sanglier ont adopté cette arme et enseigné leur usage à leurs enfants ou à leurs élèves. Il arrive parfois de croiser des samurai maniant le mai-chong hors des provinces du Clan du Sanglier, mais cela reste relativement rare. Le-mai chong se compose d'une hampe de 2,40m pourvue d'une extrémité métallique de 30cm. Cette tête a trois pointes, l'une pointée vers l'avant et les autres à angle droit par rapport à celle-ci. Deux autres pointes sortent de part et d'autre de l'extrémité de l'arme, permettant des attaques d'estoc et de taille.	1
188	ARM0037	3	Nage-yari	Le nage-yari est une sorte de javeline, version raccourcie mais plus lourde du yari. Il mesure entre 90cm et 1,20m de long, et se dote d'une pointe en métal. On peut l'utiliser efficacement au combat au corps à corps ou le projeter sur une courte distance.	1
189	ARM0038	3	Yari	Le yari est une lance standard mesurant entre 1,80 et 2,40m de long. On l'utilise à deux mains lorsqu'on se trouve à pied, et à une main à dos de cheval. On confie généralement les yari aux membres des légions d'ashigaru et aux troupes destinées à stopper la cavalerie. Comme les nage-yari, on peut les projeter à courte distance avec une certaine précision.	1
190	ARM0039	3	Cimeterre	Lourde lame incurvée venue d'au-delà des frontières de l'Empire d'Émeraude, le cimeterre fut rapporté à Rokugan par le Clan de la Licorne après ses huit siècles d'errance dans le vaste monde. Très rarement composé d'acier plié, sa robustesse n'égale jamais celle du katana. Seuls les samurai du Clan de la Licorne s'en servent, essentiellement au sein de la famille Moto.	1
191	ARM0040	3	Katana	Le katana est l'arme du samurai par excellence. Il représente l'âme de celui qui le porte, et si les bushi et ceux formés à son utilisation sont généralement les seuls à les porter sur eux en permanence, tous les samurai en possèdent un, même s'ils le laissent dans leur demeure. Les shugenja et courtisans ne portent généralement pas de katana sur eux, car cela impliquerait qu'ils savent s'en servir, donc censés pouvoir se défendre seuls. Chaque katana se garde généralement au sein d'une famille pour être transmis de génération en génération. L'aîné des enfants d'une génération donnée reçoit le sabre de son grand-père. Toutefois, un samurai qui sert fidèlement son seigneur peut posséder plusieurs katana: non seulement celui de son grand-père, mais aussi un autre qui lui a été attribué pour ses bons et loyaux services, un autre qui symbolise sa nomination au poste de magistrat impérial, etc.	1
192	ARM0041	3	Ninja-to	Aussi méprisé que le katana est respecté, le ninja-to est l'arme de prédilection des ninja. Les ninja ont d'obscurs usages pour leurs sabres, et s'en servent par exemple pour faciliter l'escalade. Contrairement aux autres sabres, les ninja-to sont de facture grossière, plutôt laids, et se cassent facilement. Un ninja qui perd son arme peut facilement la remplacer sans se ruiner.	1
193	ARM0042	3	No-dachi	Le no-dachi est sans doute l'arme la plus grande que manient couramment les samurai. Il ressemble à bien des égards au katana, excepté qu'il mesure de 1,50m à 2,10m de long. Il s'agissait à l'origine d'une arme utilisée contre la cavalerie, et il excelle à cet usage. Les bushi agressifs ou extrêmement entraînés peuvent toutefois s'en servir au corps à corps, une technique difficile mais d'une redoutable efficacité quand on la maîtrise.	1
194	ARM0043	3	Parangu	Le parangu s'apparente à une machette, une fine lame faite d'acier non replié et conçue pour couper les broussailles ou la végétation d'un geste vif, qu'il soit utilisé par les fermiers ou pour se déplacer dans une jungle, voire une forêt dense. Le parangu jouit d'une popularité dans les navires du Clan de la Mante où il sert à couper les cordes ou les étoffes sans avoir à craindre pour son katana. Les parangu sont généralement fabriqués à partir de rebuts de métal et ont de grandes chances de se briser lors d'un combat contre une lame noble.	1
195	ARM0044	3	Wakizashi	Si le katana représente l'âme du samurai, le wakizashi symbolise son honneur. Chaque membre de la caste des samurai, jusqu'aux plus pieux des shugenja ou au plus subtil des artisans, possède un wakizashi représentant son statut. On ne porte pas toujours son wakizashi, mais il ne se trouve jamais bien loin  et on l'emporte toujours en voyage. Étant le symbole de l'honneur de son propriétaire, on se sert de lui pour mener à bien le rituel de seppuku.	1
196	ARU0001	4	Armure d'Ashigaru	Bien moins chères à produire que les armures traditionnelles légères ou lourdes de samurai, les armures d'ashigaru offrent plus de légèreté, moins d'encombrement mais protègent moins bien. Elles sont constituées de plaques protégeant la tête, le torse et les cuisses. Certains éclaireurs de la caste des samurai portent des armures d'ashigaru au lieu de leurs armures traditionnelles pour disposer d'une meilleure mobilité lorsqu'ils accomplissent leurs missions. Les ronins en portent également parce qu'ils ne peuvent guère s'offrir mieux.	1
197	ARU0002	4	Armure légère	De très loin l'armure la plus communément utilisée par les samurai des armées des clans Majeurs, l'armure légère constitue le point de référence auquel on compare les autres. Les plaques qui se recouvrent les unes les autres protègent essentiellement le torse, la tête, les bras et les cuisses, mais les avant-bras et les tibias restent en grande partie découverts pour éviter une perte de mobilité excessive. Il s'agit de l'armure de prédilection des éclaireurs et des fantassins, en particulier ceux qui doivent se déplacer rapidement sur le champ de bataille.	1
198	ARU0003	4	Armure lourde	Si les éclaireurs ou les fantassins rapides utilisent fréquemment l'amure légère, les soldats qui se battent en première ligne ou ceux censés se trouver au cœur de la mêlée préfèrent l'armure lourde. Elle protège tout le corps, y compris les avant-bras, les tibias, les pieds et le visage, ce dernier étant recouvert par un casque intégral appelé kabuto. Si la mobilité du porteur en souffre considérablement, beaucoup considèrent que la protection accrue en vaut bien la peine.	1
199	ARU0004	4	Armure de cavalerie	Version modifiée de l'armure légère, l'armure de cavalier est conçue pour être portée par les soldats montés, et les plaques ont été réorientées pour dévier les coups portés par des adversaires à pied. Cette modification accroît énormément l'efficacité de l'armure, mais uniquement lorsque son porteur est à cheval.	1
200	OBJ0001	5	Accessoires de pêche	Un hameçon, un fil solide, un petit filet et un couteau pour nettoyer le poisson.	1
201	OBJ0002	5	Accessoires de thé	Nécessaires pour accomplir la cérémonie du thé.	1
202	OBJ0003	5	Aiguilles de tatoueur	En acier ou en bambou.	1
203	OBJ0004	5	Animal domestique	Chien, chat, rossignol, singe ou autre.	1
204	OBJ0005	5	Baguettes	Couverts Rokugani.	1
205	OBJ0006	5	Balle de kemari	Une sorte de ballon en cuir utilisé pour jouer au Kemari, un sport populaire.	1
206	OBJ0007	5	Bol à saké	Les invités apportent souvent leur propre bol.	1
207	OBJ0008	5	Bougie	Une simple bougie.	1
208	OBJ0009	5	Bourse	Petit sac facile à dissimuler et destiné à contenir des pièces.	1
209	OBJ0010	5	Bouteille de saké	Vin de riz, une boisson très populaire chez les bushi.	1
210	OBJ0011	5	Bouteille de shochu	Une boisson alcoolique distillée, très forte.	1
211	OBJ0012	5	Bouteille de teinture	Utilisée pour la fabrication des vêtements ou pour colorer les cheveux.	1
212	OBJ0013	5	Bouteille vide	En faïence ou parfois en verre importé, et utilisée pour transporter des liquides.	1
213	OBJ0014	5	Brasero	Récipient destiné à accueillir des substances incandescentes ou pour chauffer des liquides.	1
214	OBJ0015	5	Canne de marche	Une simple canne facilitant la marche. Ne peut pas servir d'arme.	1
215	OBJ0016	5	Carquois	Étui en étoffe recevant les flèches (jusqu'à 60).	1
216	OBJ0017	5	Coffre de bois	Coffre en bois pourvu d'une serrure pour stocker les objets précieux.	1
217	OBJ0018	5	Coffre de métal	Coffre en métal pourvu d'une serrure pour stocker les objets précieux.	1
218	OBJ0019	5	Corde(par 30cm)	De qualité variable, en chanvre, cheveux tissés ou soie.	1
219	OBJ0020	5	Couverture	Une couverture grossière adaptée aux voyages. On en utilise souvent plusieurs pour rester au chaud.	1
220	OBJ0021	5	Criquet porte-bonheur	Un petit criquet dans une cage.	1
221	OBJ0022	5	Dés et gobelet	Utilisés pour les jeux de hasard.	1
222	OBJ0023	5	Doigt de jade	Rare, et utilisé pour se protéger de l'influence de l'Outremonde.	1
223	OBJ0024	5	Douceurs (x4)	Les en-cas populaires comprennent les petits gâteaux, les sucreries, les petits pains ou le riz au miel.	1
224	OBJ0025	5	Écritoire	La boite sumi-e contient des pinceaux, des pierres à encre, un bol et du sable.	1
225	OBJ0026	5	Épices (bouteille)	Utilisées pour donner du goût à la nourriture lors des voyages, ou pour faire du troc.	1
226	OBJ0027	5	Grappin	Un crochet de fer conçu pour être attaché au bout d'une corde et faciliter l'escalade.	1
227	OBJ0028	5	Huile de lanterne (fiole)	Une fiole contenant suffisamment d'huile pour éclairer 2 heures.	1
228	OBJ0029	5	Instrument de musique	Parmi les plus courants, on peut citer le shamisen, le biwa, la flûte et le tambourin.	1
229	OBJ0030	5	Jeu de voyage	Pièces et plateau de go, de shogi ou autres jeux.	1
230	OBJ0031	5	Kiseru	Une simple pipe à tabac.	1
231	OBJ0032	5	Kubi bukuro	Un filet servant à transporter et à montrer la tête coupée d'un ennemi.	1
232	OBJ0033	5	Lanterne en papier	Utilisée pour la décoration et l'éclairage.	1
233	OBJ0034	5	Lanterne en métal	Utilisée pour la décoration et l'éclairage.	1
234	OBJ0035	5	Livre de chevet	Petit livre à la reliure grossière traitant généralement de romance, d'aventure ou de poésie.	1
235	OBJ0036	5	Livres et parchemins	Des supports robustes permettant d'écrire un journal ou de rassembler des informations.	1
236	OBJ0037	5	Marteau de forgeron	Nécessaire pour fabriquer des armes et armures.	1
237	OBJ0038	5	Miroir	En verre ou en métal, parfaitement poli.	1
238	OBJ0039	5	Mortier et pilon	Utilisés pour moudre et mélanger les ingrédients.	1
239	OBJ0040	5	Nécessaire d'archer	Utilisé pour l'entretient des arcs et des flèches.	1
240	OBJ0041	5	Nécessaire de divination	Ensemble de pièces ou de bâtonnets sculptés utilisés pour prédire l'avenir.	1
241	OBJ0042	5	Nécessaire de premiers soins	Une aiguille et du fil, des bandages, des plantes désinfectantes.	1
242	OBJ0043	5	Palanquin	Somptueux véhicule de transport personnel porté par des serviteurs.	1
243	OBJ0044	5	Panier	Le récipient le plus répandu, en osier.	1
244	OBJ0045	5	Papier (5 feuilles)	Idéal pour rédiger des parchemins ou des livres.	1
245	OBJ0046	5	Parapluie	En osier ou en soie, permet de se protéger de la pluie.	1
246	OBJ0047	5	Parchemin et fusain (x10)	Une alternative peu coûteuse au pinceau et à l'encre.	1
247	OBJ0048	5	Pelle	Un simple outil permettant de creuser.	1
248	OBJ0049	5	Petit couteau	Utilisé pour sculpter ou dans le cadre de la toilette.	1
249	OBJ0050	5	Petit étendard dorsal	Indique le nom, le rang, la famille et le clan du porteur.	1
250	OBJ0051	5	Petit tabouret pliant	Porté par les soldats pour économiser leurs forces.	1
251	OBJ0052	5	Petite peinture ou sculpture	Objet ayant une valeur sentimentale ou destiné à être offert.	1
252	OBJ0053	5	Petite statue d'une fortune	Objet ayant une valeur sentimentale ou faisant office de porte-bonheur.	1
253	OBJ0054	5	Petite statue d'un ancêtre	Objet ayant une valeur sentimentale ou faisant office de porte-bonheur.	1
254	OBJ0055	5	Petite tente	Pour deux personnes.	1
255	OBJ0056	5	Pierre à aiguiser	Utilisée pour aiguiser les armes, mais pas le Katana ou le Wakizashi.	1
256	OBJ0057	5	Pierre à briquet et aiguisoir	Sert à faire des étincelles pour faire un feu.	1
257	OBJ0058	5	Pot en fer	Utilisé pour faire la cuisine en voyage.	1
258	OBJ0059	5	Ration de voyage (repas)	Riz ou poisson séché, enveloppé dans du papier.	1
259	OBJ0060	5	Rouleau de soie ou d'étoffe	Utilisé pour raccommoder, envelopper, etc,…	1
260	OBJ0061	5	Sac à dos	Les sacs à dos Rokugani se composent d'une structure en osier, ce qui les rend assez rigides.	1
261	OBJ0062	5	Sac furoshiki	Un solide sac en soie refermé par un cordon.	1
262	OBJ0063	5	Sceau ou symbole personnel	Utiliser pour signer des documents officiels et justifier son identité.	1
263	OBJ0064	5	Seau	Récipient métallique pourvu d'une anse et essentiellement destiné à transporter de l'eau.	1
264	OBJ0065	5	Support à Daisho	Facile à démonter et à transporter, il s'agit d'un présentoir destiné à accueillir un daisho et un tanto.	1
265	OBJ0066	5	Tapis tatami	Utilisé pour s'asseoir ou dormir par terre.	1
266	OBJ0067	5	Tente chomchog	Une grande tente complexe dont se sert le clan de la Licorne.	1
267	OBJ0068	5	Tente yourte	Plus petite que le chomcog, mais plus grande qu'une tente ordinaire. Utilisée par le clan de la Licorne.	1
268	OBJ0069	5	Cape de voyage	Un épais manteau qu'on porte par-dessus les vêtements lors des voyages.	1
269	OBJ0070	5	Chapeau de paille à large bord	Utilisé pour protéger le visage du soleil.	1
270	OBJ0071	5	Coiffe de courtisan	Coiffe pointue populaire chez les courtisans et les bureaucrates.	1
271	OBJ0072	5	Éventail de courtisan	Éventail en papier décoré.	1
272	OBJ0073	5	Hakama	Pantalon s'arrêtant à hauteur des genoux.	1
273	OBJ0074	5	Haori	Vêtement semblable à une veste et porté par-dessus le kimono.	1
274	OBJ0075	5	Kataginu	Vêtement porté par-dessus le kimono pour mettre les épaules en valeur.	1
275	OBJ0076	5	Kimono	La robe de base que portent tous les samouraï. Inclut une ceinture/écharpe (obi).	1
276	OBJ0077	5	Masque	Fait de diverses matières, de la soie au métal(mempo).	1
277	OBJ0078	5	Nécessaire de maquillage	Poudre pour le visage et maquillage.	1
278	OBJ0079	5	Netsuke	Petit bijou, comme une boucle d'oreille, un anneau, un bracelet.	1
279	OBJ0080	5	Parfum (petite bouteille)	Fabriqué à partir de diverses plantes et substances.	1
280	OBJ0081	5	Peinture de guerre (fiole)	Populaire chez les guerriers du clan du Crabe, de la Licorne et du Lion.	1
281	OBJ0082	5	Perruque	Utilisé pour se déguiser ou attirer l'attention à la cour.	1
282	OBJ0083	5	Poche d'obi	Une petite poche qui se fixe à la ceinture.	1
283	OBJ0084	5	Raquettes	Chaussures à large bords permettant d'éviter de s’enfoncer dans la neige.	1
284	OBJ0085	5	Sandales	Les chaussures les plus simples et les plus répandues.	1
285	OBJ0086	5	Vêtements Robustes	Des vêtements robustes et fonctionnels, faits pour durer et résister à la tâche.	1
286	OBJ0087	5	Vêtements Traditionnels	Des vêtements dans le plus pur style Rokugani, agréables à porter et à regarder.	1
287	OBJ0088	5	Vêtements Grossiers	Des vêtements utilisés par les voyageurs ou les peu fortunés, plus préoccupés par l'usage de leurs vêtements que par leur apparence.	1
288	OBJ0089	5	Vêtements Extravagants	Des vêtements faits pour être vu. La superbe d'un paon, alliée au talent des hauts couturiers parent le porteur de ces magnifiquent atours. 	1
289	OBJ0090	5	Vêtements Discrets	Des vêtements noirs et discrets, serrés afin de faciliter les monvements et éviter les froissements.	1
290	OBJ0091	5	Extraits du Tao	Des extraits pleins de la sagesse de Sun Tao, afin de rester toujours à portée de ses paroles immmortelles.	1
291	OBJ0092	5	Etui à parchemins	Un étui muni d'une sangle, afin de protéger les parchemins lors des transports.	1
292	OBJ0093	5	Nécessaire de calligraphie	Une boîte élégante, contenant toutes les plumes et encres necessaires.	1
293	OBJ0094	5	Robe	Une robe sacerdocale ou bureaucratique, signe de votre érudition.	1
294	OBJ0095	5	Poney Rokugani		1
295	OBJ0096	5	Cheval Gaijin		1
296	OBJ0097	5	Destrier Utaku		1
297	AVA0002	6	Âme d'artiste	Votre âme est animée par l'esprit de la créativité. Vous avez le choix entre Compétences d'Art et Compétences d'Artisanat à l'achat de cet avantage. Chaque fois que vous devez effectuer un Jet Sans Compétence lorsque vous recourez à une compétence du type choisi, on considère en fait que vous disposez de 1 Rang dans la compétence en question. Les personnages du Clan de la Grue et les courtisans peuvent acheter cet Avantage pour 3 points.	1
298	AVA0004	6	Ami des éléments	Vous êtes en permanence entouré d'un tourbillon d'esprits d'un élément donné, qui vous portent assistance quand ils le peuvent, même quand vous oubliez leur présence. Choisissez un Anneau à l'achat de cet Avantage. Lorsque vous effectuez un Jet de Trait associé à cet Anneau, vous recevez une Augmentation Gratuite. Les personnages shugenja peuvent acheter cet Avantage pour 3 points.	1
299	AVA0005	6	Arme sacrée(Araignée)	Lame d'Acier Noir Katana 4g2 ; tous les dés de dommages ouverts obligent la cible à réussir un Jet de Terre (ND 15) sous peine de recevoir 1 Point de Souillure de l'Outremonde.	1
300	AVA0006	6	Arme sacrée(Crabe)	Lame Kaiu Katana 3g3 ; incassable ; -2 à la Réduction de la cible.	1
301	AVA0007	6	Arme sacrée(Dragon)	Lames Jumelles Daisho ; +5 au ND de toutes les Manœuvres de Désarmement contre vous.	1
302	AVA0008	6	Arme sacrée(Grue)	Lame Kakita Katana 4g2 ; peut relancer les dommages une fois par duel Iaijutsu.	1
303	AVA0009	6	Arme sacrée(Licorne)	Cimeterre Moto Cimeterre 3g3 ; +3 aux jets de dommages quand vous montez votre cheval.	1
304	AVA0010	6	Arme sacrée(Lion)	Lame Akodo Katana 4g2 ; +1 au rang d'Honneur perçu quand le personnage la ceint.	1
305	AVA0011	6	Arme sacrée(Mante)	Kama des Tempêtes (paire) Kama 2g2 ; +1g0 aux jets d'attaque lorsque le personnage porte les deux.	1
306	AVA0012	6	Arme sacrée(Phénix)	Frappe de l'Inquisiteur Wakizashi 3g2 ; considéré comme en Jade contre les créatures souillées.	1
307	AVA0013	6	Arme sacrée(Scorpion)	Lame Shosuro Katana 4g2 ; ajoute +5 au ND pour résister aux poison enduisant la lame.	1
308	AVA0014	6	Beauté du diable	Vous présentez une certaine qualité physique qui vous rend pratiquement irrésistible pour les membres du sexe opposé, qui succombent facilement à vos manipulations. Vous recevez une bonus de +1g0 au total de tous les Jets de Tentation effectués face à des membres du sexe opposé. Les personnages du Clan du Scorpion peuvent acheter cet Avantage pour 2 points.	1
309	AVA0015	6	Bénédiction d'Inari	La Fortune du Riz, Fortune mineure, figure néanmoins parmi les entités les plus réservées de Rokugan, notamment parmi les roturiers de l'Empire. Lorsque vous jeûnez ou êtes privé de nourriture, vous ne souffrez pas de l'incapacité de recouvrer les Points de Vide (les autres pénalités s'appliquent normalement).	1
310	AVA0016	6	Bénédiction des 7 fortunes (Benten)	(Grue) La Fortune de l'Amour Romantique vous gratifie de sa bénédiction. Chaque fois que vous tentez de convaincre quelqu'un et qu'importe les circonstances, cous recevez un bonus de +0g1 au total du Jet de Compétence Sociale en question. Ce bonus ne s'applique qu'à la persuasion, pas à la coercition.	1
311	AVA0017	6	Bénédiction des 7 fortunes (Bishamon)	(Crabe, Lion) La Fortune de la Force a remarqué votre puissance et vous fait profiter de sa Grâce. Chaque fois que vous déclarez 3 augmentations et que vous réussissez le jet d'attaque correspondant dans le cadre d'une Manœuvre de Dommages Augmentés, vous recevez une Manœuvre supplémentaire. Les Augmentations Gratuites ne sont pas prises en compte pour activer cet effet. Vous bénéficiez également d'un bonus de +1g0 au total de tous les Jets de Force.	1
312	AVA0018	6	Bénédiction des 7 fortunes (Daikoku)	(Mante) La Fortune de la Richesse a décidé de vous favoriser et vous excellez dans tous les domaines liés à l'argent et aux activités marchandes. Vous recevez un bonus de +1g1 au total de tous les Jets de Commerce.	1
313	AVA0019	6	Bénédiction des 7 fortunes (Ebisu)	(Licorne) Vous avez attiré l'attention de la Fortune du Travail Honnête et ses faveurs apparaissent clairement à ceux qui la servent le mieux. Vous recevez un bonus de +1g1 au total de tous les Jets de Compétence Sociale faisant intervenir des rokugani n'appartenant pas à la caste des samurai.	1
314	AVA0021	6	Bénédiction des 7 fortunes (Hotei)	La Fortune du Bonheur estime que vous représentez une contribution plaisante à son œuvre et vous fait partager se sérénité et sa jovialité. Chaque fois qu'un effet (qu'il s'agisse d'un Sort, d'un Avantage, d'une Technique ou autre) est censé vous faire perdre un ou plusieurs Points de Vide, le responsable doit au préalable remporter un Jet d'Opposition de Vide contre vous. Si l'effet appelle déjà un Jet d'Opposition d'un genre ou d'un autre, le vôtre bénéficie en fait d'un bonus de +10 et on ne procède pas à un Jet d'Opposition de Vide supplémentaire.	1
315	AVA0022	6	Bénédiction des 7 fortunes (Jurojin)	(Scorpion) La Fortune de la Longévité vous affectionne, au point que cela vous promet une vie longue et saine. Chaque fois que vous faites un jet visant à résister aux effets d'une maladie ou d'un poison, vous recevez un bonus de +2g0 au total du jet.	1
316	AVA0023	6	Calme	Vous faites preuve d'un calme et d'une sérénité qui gênent vos adversaires quant ils tentent de vous harceler, ce qui vous rend plus fort quand votre Honneur est mis à l'épreuve. Lorsque vous ajoutez votre Rang d'Honneur au total d'un jet visant à résister à Intimidation ou Tentation, vous ajoutez un +1g0 supplémentaire au résultat.	1
317	AVA0024	6	Caresse des royaumes (Chikushudo)	Vous recevez un bonus de +1g1 à tous les jets d'élevage.	1
318	AVA0025	6	Caresse des royaumes (Gaki-Do)	Lorsque vous réalisez une attaque qui tue un adversaire, vous récupérez aussitôt 5 blessures.	1
319	AVA0026	6	Caresse des royaumes (Jigoku)	Vous pouvez ajouter votre rang de Souillure à tout jet d'attaque et à tout Jet de Compétence ou de Trait associé à un Trait physique. Si vous êtes un Damné, vous ajoutez le double de votre Rang de Souillure plutôt que le bonus normal. Vous ne pouvez prendre cet Avantage que si vous présentez la souillure de l'Outremonde.	1
320	AVA0027	6	Caresse des royaumes (Maigo no Musha)	Lorsque vous recevez plus de 3 points de Gloire, vous gagnez un point supplémentaire.	1
321	AVA0028	6	Caresse des royaumes (Meido)	Vous recevez un bonus de +2g0 aux Jets d'Opposition contre les tentatives visant à vous manipuler dans un cadre mondain (Compétence Courtisan par exemple).	1
322	AVA0029	6	Caresse des royaumes (Sakkaku)	Vous recevez un bonus de +1g1 aux Jets de Sincérité(Tromperie).	1
323	AVA0030	6	Caresse des royaumes (Tengoku)	Vous recevez un bonus de +2g0 aux Jets de Terre visant à résister à la Souillure de l'Outremonde.	1
324	AVA0031	6	Caresse des royaumes (Toshigoku)	Lorsque vous effectuez une action de mouvement pour vous retrouver à portée d'attaque d'un adversaire, vous pouvez parcourir 1,5m de plus que normalement. Cet Avantage coûte 8 points au lieu de 5.	1
325	AVA0032	6	Caresse des royaumes (Yomi)	Choisissez une Compétence d'école. Vous recevez un bonus de +1g0 à tous les Jets de la Compétence en question. Cet Avantage coûte 7 points au lieu de 5.	1
326	AVA0033	6	Caresse des royaumes (Yume-Do)	Vous pouvez recouvrer tous vos Points de Vide dépensés en seulement 4 heures de repos, au lieu de la nuit complète de huit heures de repos normalement nécessaire.	1
327	AVA0034	6	Chanceux	La Fortune sourit à l'homme mortel. A chaque séance et un nombre de fois égal à votre rang dans cet Avantage, vous pouvez choisir de relancer un jet que vous venez de faire, pour ne garder que le meilleur des deux résultats.	1
